Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Station,Location,Datetime,Temperature_C,Dew_Point_C
1:39 AM,51.1 °F,44.8 °F,79 °%,NW,0.1 °mph,0.1 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 01:39:00,10.61111111111111,7.11111111111111
1:44 AM,51.3 °F,45.0 °F,79 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 01:44:00,10.722222222222221,7.222222222222222
1:48 AM,51.1 °F,44.8 °F,79 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 01:48:00,10.61111111111111,7.11111111111111
1:54 AM,50.9 °F,44.8 °F,80 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 01:54:00,10.5,7.11111111111111
1:59 AM,50.8 °F,44.9 °F,81 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 01:59:00,10.444444444444443,7.166666666666667
2:04 AM,50.9 °F,44.9 °F,81 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:04:00,10.5,7.166666666666667
2:09 AM,50.6 °F,44.8 °F,81 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:09:00,10.333333333333334,7.11111111111111
2:14 AM,50.7 °F,44.9 °F,81 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:14:00,10.388888888888891,7.166666666666667
2:19 AM,50.6 °F,44.9 °F,81 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:19:00,10.333333333333334,7.166666666666667
2:24 AM,50.1 °F,44.7 °F,82 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:24:00,10.055555555555555,7.055555555555557
2:29 AM,50.1 °F,45.0 °F,83 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:29:00,10.055555555555555,7.222222222222222
2:34 AM,50.0 °F,44.9 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:34:00,10.0,7.166666666666667
2:39 AM,50.0 °F,45.0 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:39:00,10.0,7.222222222222222
2:44 AM,50.1 °F,45.0 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:44:00,10.055555555555555,7.222222222222222
2:49 AM,50.0 °F,44.9 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:49:00,10.0,7.166666666666667
2:53 AM,50.1 °F,45.0 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:53:00,10.055555555555555,7.222222222222222
2:59 AM,50.0 °F,44.9 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 02:59:00,10.0,7.166666666666667
3:04 AM,50.0 °F,45.0 °F,83 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:04:00,10.0,7.222222222222222
3:09 AM,49.7 °F,44.8 °F,84 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:09:00,9.833333333333336,7.11111111111111
3:14 AM,49.7 °F,44.9 °F,84 °%,WNW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:14:00,9.833333333333336,7.166666666666667
3:19 AM,49.7 °F,45.0 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:19:00,9.833333333333336,7.222222222222222
3:24 AM,49.8 °F,45.1 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:24:00,9.888888888888888,7.277777777777778
3:29 AM,50.0 °F,45.2 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:29:00,10.0,7.333333333333335
3:34 AM,50.0 °F,45.0 °F,83 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:34:00,10.0,7.222222222222222
3:39 AM,49.8 °F,45.0 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:39:00,9.888888888888888,7.222222222222222
3:44 AM,49.7 °F,45.0 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:44:00,9.833333333333336,7.222222222222222
3:49 AM,49.9 °F,45.2 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:49:00,9.944444444444445,7.333333333333335
3:54 AM,49.8 °F,45.1 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:54:00,9.888888888888888,7.277777777777778
3:58 AM,49.7 °F,45.0 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 03:58:00,9.833333333333336,7.222222222222222
4:04 AM,49.6 °F,45.0 °F,84 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:04:00,9.777777777777779,7.222222222222222
4:09 AM,49.5 °F,45.0 °F,85 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:09:00,9.722222222222221,7.222222222222222
4:14 AM,49.5 °F,45.1 °F,85 °%,NW,0.0 °mph,0.0 °mph,30.20 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:14:00,9.722222222222221,7.277777777777778
4:19 AM,49.4 °F,45.1 °F,86 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:19:00,9.666666666666666,7.277777777777778
4:24 AM,49.2 °F,45.0 °F,86 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:24:00,9.555555555555557,7.222222222222222
4:29 AM,49.3 °F,45.1 °F,86 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:29:00,9.611111111111109,7.277777777777778
4:34 AM,49.1 °F,45.0 °F,86 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:34:00,9.5,7.222222222222222
4:39 AM,49.0 °F,45.2 °F,87 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:39:00,9.444444444444445,7.333333333333335
4:44 AM,49.0 °F,45.2 °F,87 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:44:00,9.444444444444445,7.333333333333335
4:49 AM,48.9 °F,45.3 °F,88 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:49:00,9.38888888888889,7.3888888888888875
4:54 AM,48.8 °F,45.3 °F,88 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:54:00,9.333333333333332,7.3888888888888875
4:59 AM,48.4 °F,45.1 °F,89 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 04:59:00,9.11111111111111,7.277777777777778
5:03 AM,48.2 °F,45.3 °F,90 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0 w/m²,IGREAT245,Great Missenden,2026-08-07 05:03:00,9.000000000000002,7.3888888888888875
5:09 AM,48.2 °F,45.4 °F,90 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0.1 w/m²,IGREAT245,Great Missenden,2026-08-07 05:09:00,9.000000000000002,7.444444444444445
5:14 AM,48.1 °F,45.2 °F,90 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0.3 w/m²,IGREAT245,Great Missenden,2026-08-07 05:14:00,8.944444444444445,7.333333333333335
5:19 AM,48.1 °F,45.5 °F,91 °%,NW,0.0 °mph,0.0 °mph,30.18 °in,0.00 °in,0.00 °in,0.0,0.5 w/m²,IGREAT245,Great Missenden,2026-08-07 05:19:00,8.944444444444445,7.5
5:24 AM,48.0 °F,45.4 °F,91 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,1.1 w/m²,IGREAT245,Great Missenden,2026-08-07 05:24:00,8.88888888888889,7.444444444444445
5:29 AM,48.1 °F,45.5 °F,91 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,1.9 w/m²,IGREAT245,Great Missenden,2026-08-07 05:29:00,8.944444444444445,7.5
5:34 AM,47.8 °F,45.4 °F,92 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,2.7 w/m²,IGREAT245,Great Missenden,2026-08-07 05:34:00,8.777777777777777,7.444444444444445
5:39 AM,48.0 °F,45.5 °F,91 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,4 w/m²,IGREAT245,Great Missenden,2026-08-07 05:39:00,8.88888888888889,7.5
5:44 AM,48.0 °F,45.5 °F,92 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,5.5 w/m²,IGREAT245,Great Missenden,2026-08-07 05:44:00,8.88888888888889,7.5
5:49 AM,47.9 °F,45.5 °F,92 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,7.1 w/m²,IGREAT245,Great Missenden,2026-08-07 05:49:00,8.833333333333334,7.5
5:54 AM,47.7 °F,45.7 °F,93 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,9.3 w/m²,IGREAT245,Great Missenden,2026-08-07 05:54:00,8.722222222222223,7.6111111111111125
5:59 AM,47.8 °F,46.0 °F,94 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,10.8 w/m²,IGREAT245,Great Missenden,2026-08-07 05:59:00,8.777777777777777,7.777777777777778
6:04 AM,48.0 °F,46.2 °F,94 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,13 w/m²,IGREAT245,Great Missenden,2026-08-07 06:04:00,8.88888888888889,7.88888888888889
6:08 AM,48.2 °F,46.4 °F,94 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,14.6 w/m²,IGREAT245,Great Missenden,2026-08-07 06:08:00,9.000000000000002,8.0
6:14 AM,48.3 °F,46.8 °F,95 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,16.5 w/m²,IGREAT245,Great Missenden,2026-08-07 06:14:00,9.055555555555554,8.222222222222221
6:19 AM,48.6 °F,47.1 °F,95 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,18.3 w/m²,IGREAT245,Great Missenden,2026-08-07 06:19:00,9.222222222222221,8.38888888888889
6:24 AM,48.8 °F,47.3 °F,95 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,20 w/m²,IGREAT245,Great Missenden,2026-08-07 06:24:00,9.333333333333332,8.499999999999998
6:29 AM,49.1 °F,47.6 °F,95 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,21.8 w/m²,IGREAT245,Great Missenden,2026-08-07 06:29:00,9.5,8.666666666666666
6:34 AM,49.3 °F,48.0 °F,96 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,23.7 w/m²,IGREAT245,Great Missenden,2026-08-07 06:34:00,9.611111111111109,8.88888888888889
6:39 AM,49.7 °F,48.3 °F,95 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,25.2 w/m²,IGREAT245,Great Missenden,2026-08-07 06:39:00,9.833333333333336,9.055555555555554
6:44 AM,50.4 °F,48.7 °F,94 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,27.1 w/m²,IGREAT245,Great Missenden,2026-08-07 06:44:00,10.222222222222221,9.277777777777779
6:49 AM,50.9 °F,48.9 °F,93 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,38 w/m²,IGREAT245,Great Missenden,2026-08-07 06:49:00,10.5,9.38888888888889
6:54 AM,52.0 °F,49.4 °F,91 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,0.0,51.2 w/m²,IGREAT245,Great Missenden,2026-08-07 06:54:00,11.11111111111111,9.666666666666666
6:59 AM,54.3 °F,49.7 °F,85 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,61.7 w/m²,IGREAT245,Great Missenden,2026-08-07 06:59:00,12.388888888888888,9.833333333333336
7:04 AM,56.3 °F,50.2 °F,81 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,77.5 w/m²,IGREAT245,Great Missenden,2026-08-07 07:04:00,13.499999999999998,10.111111111111112
7:09 AM,57.6 °F,50.0 °F,76 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,86 w/m²,IGREAT245,Great Missenden,2026-08-07 07:09:00,14.222222222222221,10.0
7:13 AM,59.1 °F,50.5 °F,74 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,93.3 w/m²,IGREAT245,Great Missenden,2026-08-07 07:13:00,15.055555555555555,10.277777777777779
7:19 AM,60.4 °F,50.1 °F,69 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,103 w/m²,IGREAT245,Great Missenden,2026-08-07 07:19:00,15.777777777777779,10.055555555555555
7:24 AM,61.5 °F,50.6 °F,68 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,112.9 w/m²,IGREAT245,Great Missenden,2026-08-07 07:24:00,16.38888888888889,10.333333333333334
7:29 AM,62.3 °F,50.3 °F,65 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,121 w/m²,IGREAT245,Great Missenden,2026-08-07 07:29:00,16.833333333333332,10.166666666666664
7:34 AM,63.0 °F,50.1 °F,63 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,132.6 w/m²,IGREAT245,Great Missenden,2026-08-07 07:34:00,17.22222222222222,10.055555555555555
7:39 AM,63.6 °F,50.2 °F,62 °%,NW,0.0 °mph,0.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,143.3 w/m²,IGREAT245,Great Missenden,2026-08-07 07:39:00,17.555555555555557,10.111111111111112
7:44 AM,63.8 °F,50.0 °F,61 °%,NNW,0.1 °mph,0.2 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,152.1 w/m²,IGREAT245,Great Missenden,2026-08-07 07:44:00,17.666666666666668,10.0
7:49 AM,64.7 °F,50.3 °F,60 °%,NW,0.2 °mph,1.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,164 w/m²,IGREAT245,Great Missenden,2026-08-07 07:49:00,18.166666666666668,10.166666666666664
7:54 AM,64.5 °F,49.8 °F,59 °%,NNW,1.0 °mph,1.5 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,173 w/m²,IGREAT245,Great Missenden,2026-08-07 07:54:00,18.055555555555557,9.888888888888888
7:59 AM,64.7 °F,49.7 °F,58 °%,NW,1.3 °mph,2.0 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,185.3 w/m²,IGREAT245,Great Missenden,2026-08-07 07:59:00,18.166666666666668,9.833333333333336
8:04 AM,65.3 °F,50.0 °F,58 °%,NW,1.0 °mph,1.7 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,198.6 w/m²,IGREAT245,Great Missenden,2026-08-07 08:04:00,18.5,10.0
8:09 AM,65.6 °F,50.1 °F,58 °%,NNW,1.2 °mph,2.1 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,208.5 w/m²,IGREAT245,Great Missenden,2026-08-07 08:09:00,18.666666666666664,10.055555555555555
8:14 AM,65.9 °F,50.0 °F,57 °%,NW,1.0 °mph,1.6 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,221.1 w/m²,IGREAT245,Great Missenden,2026-08-07 08:14:00,18.833333333333336,10.0
8:18 AM,65.6 °F,49.6 °F,57 °%,NW,1.7 °mph,2.5 °mph,30.19 °in,0.00 °in,0.00 °in,1.0,231.3 w/m²,IGREAT245,Great Missenden,2026-08-07 08:18:00,18.666666666666664,9.777777777777779
8:24 AM,65.9 °F,49.9 °F,56 °%,NNW,1.5 °mph,2.3 °mph,30.20 °in,0.00 °in,0.00 °in,2.0,244.6 w/m²,IGREAT245,Great Missenden,2026-08-07 08:24:00,18.833333333333336,9.944444444444445
12:04 AM,53.5 °F,45.2 °F,74 °%,South,0.6 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:04:00,11.944444444444445,7.333333333333335
12:09 AM,53.2 °F,45.1 °F,74 °%,SW,0.7 °mph,1.4 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:09:00,11.777777777777779,7.277777777777778
12:14 AM,52.9 °F,45.1 °F,75 °%,SW,0.7 °mph,1.2 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:14:00,11.61111111111111,7.277777777777778
12:19 AM,52.7 °F,45.0 °F,75 °%,SW,0.7 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:19:00,11.500000000000002,7.222222222222222
12:24 AM,52.5 °F,44.8 °F,75 °%,West,0.4 °mph,0.9 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:24:00,11.38888888888889,7.11111111111111
12:29 AM,52.0 °F,44.3 °F,75 °%,SW,0.7 °mph,1.6 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:29:00,11.11111111111111,6.833333333333332
12:34 AM,51.7 °F,44.2 °F,76 °%,South,0.6 °mph,1.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:34:00,10.944444444444446,6.7777777777777795
12:39 AM,51.5 °F,44.2 °F,76 °%,West,0.4 °mph,0.9 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:39:00,10.833333333333334,6.7777777777777795
12:44 AM,51.2 °F,43.9 °F,76 °%,SW,0.7 °mph,1.4 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:44:00,10.666666666666668,6.611111111111111
12:49 AM,51.0 °F,44.0 °F,77 °%,SSW,0.3 °mph,0.7 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:49:00,10.555555555555555,6.666666666666667
12:54 AM,51.0 °F,43.9 °F,77 °%,WNW,0.0 °mph,0.4 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:54:00,10.555555555555555,6.611111111111111
12:59 AM,51.0 °F,44.0 °F,77 °%,WNW,0.1 °mph,0.3 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 00:59:00,10.555555555555555,6.666666666666667
1:04 AM,50.8 °F,43.9 °F,77 °%,SW,0.5 °mph,0.9 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:04:00,10.444444444444443,6.611111111111111
1:09 AM,50.6 °F,43.7 °F,77 °%,SSW,0.4 °mph,0.9 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:09:00,10.333333333333334,6.500000000000002
1:14 AM,50.5 °F,43.8 °F,78 °%,South,0.7 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:14:00,10.277777777777779,6.555555555555554
1:19 AM,50.2 °F,43.6 °F,78 °%,NE,0.7 °mph,1.2 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:19:00,10.111111111111112,6.4444444444444455
1:24 AM,50.0 °F,43.4 °F,78 °%,ESE,0.8 °mph,1.7 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:24:00,10.0,6.333333333333332
1:29 AM,49.8 °F,43.2 °F,78 °%,SW,0.9 °mph,1.5 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:29:00,9.888888888888888,6.222222222222224
1:34 AM,49.4 °F,42.9 °F,78 °%,WSW,0.9 °mph,1.7 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:34:00,9.666666666666666,6.0555555555555545
1:39 AM,49.2 °F,43.0 °F,79 °%,West,1.0 °mph,1.8 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:39:00,9.555555555555557,6.111111111111111
1:44 AM,49.1 °F,42.9 °F,79 °%,SE,0.8 °mph,1.4 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:44:00,9.5,6.0555555555555545
1:49 AM,48.9 °F,42.7 °F,79 °%,SSW,0.5 °mph,0.9 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:49:00,9.38888888888889,5.944444444444446
1:54 AM,48.7 °F,42.5 °F,79 °%,SSE,0.1 °mph,0.3 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:54:00,9.277777777777779,5.833333333333333
1:59 AM,48.6 °F,42.4 °F,79 °%,West,0.2 °mph,0.3 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 01:59:00,9.222222222222221,5.777777777777777
2:04 AM,48.6 °F,42.5 °F,79 °%,SSW,0.3 °mph,0.7 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:04:00,9.222222222222221,5.833333333333333
2:09 AM,48.9 °F,43.0 °F,80 °%,ESE,0.4 °mph,0.9 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:09:00,9.38888888888889,6.111111111111111
2:14 AM,49.5 °F,43.6 °F,80 °%,SE,0.3 °mph,1.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:14:00,9.722222222222221,6.4444444444444455
2:19 AM,50.3 °F,44.2 °F,79 °%,SSE,0.4 °mph,1.2 °mph,30.26 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:19:00,10.166666666666664,6.7777777777777795
2:24 AM,50.7 °F,44.3 °F,79 °%,ESE,0.1 °mph,0.6 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:24:00,10.388888888888891,6.833333333333332
2:29 AM,51.0 °F,44.4 °F,78 °%,ESE,0.1 °mph,0.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:29:00,10.555555555555555,6.888888888888888
2:34 AM,51.0 °F,44.0 °F,77 °%,NE,0.1 °mph,0.6 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:34:00,10.555555555555555,6.666666666666667
2:39 AM,50.9 °F,43.9 °F,77 °%,East,0.1 °mph,0.6 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:39:00,10.5,6.611111111111111
2:44 AM,50.7 °F,43.8 °F,77 °%,SE,0.0 °mph,0.6 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:44:00,10.388888888888891,6.555555555555554
2:49 AM,50.2 °F,43.3 °F,77 °%,SSW,0.0 °mph,0.3 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:49:00,10.111111111111112,6.277777777777776
